Entity,Code,Year,Gender-affirming care (historical)
Turkey,TUR,2012,"Legal, but restricted for minors"
Turkey,TUR,2013,"Legal, but restricted for minors"
Turkey,TUR,2014,"Legal, but restricted for minors"
Turkey,TUR,2015,"Legal, but restricted for minors"
Turkey,TUR,2016,"Legal, but restricted for minors"
Turkey,TUR,2017,"Legal, but restricted for minors"
Turkey,TUR,2018,"Legal, but restricted for minors"
Turkey,TUR,2019,"Legal, but restricted for minors"
Turkey,TUR,2020,"Legal, but restricted for minors"
Turkey,TUR,2021,"Legal, but restricted for minors"
Turkey,TUR,2022,"Legal, but restricted for minors"
Turkey,TUR,2023,"Legal, but restricted for minors"
Turkey,TUR,2024,"Legal, but restricted for minors"
Turkey,TUR,2025,"Legal, but restricted for minors"
Turkmenistan,TKM,2025,Restricted
Uganda,UGA,2023,Banned
Uganda,UGA,2024,Banned
Uganda,UGA,2025,Banned
Ukraine,UKR,1950,Restricted
Ukraine,UKR,1951,Restricted
Ukraine,UKR,1952,Restricted
Ukraine,UKR,1953,Restricted
Ukraine,UKR,1954,Restricted
Ukraine,UKR,1955,Restricted
Ukraine,UKR,1956,Restricted
Ukraine,UKR,1957,Restricted
Ukraine,UKR,1958,Restricted
Ukraine,UKR,1959,Restricted
Ukraine,UKR,1960,Restricted
Ukraine,UKR,1961,Restricted
Ukraine,UKR,1962,Restricted
Ukraine,UKR,1963,Restricted
Ukraine,UKR,1964,Restricted
Ukraine,UKR,1965,Restricted
Ukraine,UKR,1966,Restricted
Ukraine,UKR,1967,Restricted
Ukraine,UKR,1968,Restricted
Ukraine,UKR,1969,Restricted
Ukraine,UKR,1970,Restricted
Ukraine,UKR,1971,Restricted
Ukraine,UKR,1972,Restricted
Ukraine,UKR,1973,Restricted
Ukraine,UKR,1974,Restricted
Ukraine,UKR,1975,Restricted
Ukraine,UKR,1976,Restricted
Ukraine,UKR,1977,Restricted
Ukraine,UKR,1978,Restricted
Ukraine,UKR,1979,Restricted
Ukraine,UKR,1980,Restricted
Ukraine,UKR,1981,Restricted
Ukraine,UKR,1982,Restricted
Ukraine,UKR,2016,"Legal, but banned for minors"
Ukraine,UKR,2017,"Legal, but banned for minors"
Ukraine,UKR,2018,"Legal, but banned for minors"
Ukraine,UKR,2019,"Legal, but banned for minors"
Ukraine,UKR,2020,"Legal, but banned for minors"
Ukraine,UKR,2021,"Legal, but banned for minors"
Ukraine,UKR,2022,"Legal, but banned for minors"
Ukraine,UKR,2023,"Legal, but banned for minors"
Ukraine,UKR,2024,"Legal, but banned for minors"
Ukraine,UKR,2025,"Legal, but banned for minors"
United Arab Emirates,ARE,2025,Banned
United Kingdom,GBR,2024,"Legal, but banned for minors"
United Kingdom,GBR,2025,"Legal, but banned for minors"
United States,USA,2021,Varies by region
United States,USA,2022,Varies by region
United States,USA,2023,Varies by region
United States,USA,2024,Varies by region
United States,USA,2025,Varies by region
Uruguay,URY,2018,Legal
Uruguay,URY,2019,Legal
Uruguay,URY,2020,Legal
Uruguay,URY,2021,Legal
Uruguay,URY,2022,Legal
Uruguay,URY,2023,Legal
Uruguay,URY,2024,Legal
Uruguay,URY,2025,Legal
Uzbekistan,UZB,2025,Legal
Vanuatu,VUT,2025,Restricted
Venezuela,VEN,2025,Restricted
Vietnam,VNM,2008,Legal
Vietnam,VNM,2009,Legal
Vietnam,VNM,2010,Legal
Vietnam,VNM,2011,Legal
Vietnam,VNM,2012,Legal
Vietnam,VNM,2013,Legal
Vietnam,VNM,2014,Legal
Vietnam,VNM,2015,Legal
Vietnam,VNM,2016,Legal
Vietnam,VNM,2017,Legal
Vietnam,VNM,2018,Legal
Vietnam,VNM,2019,Legal
Vietnam,VNM,2020,Legal
Vietnam,VNM,2021,Legal
Vietnam,VNM,2022,Legal
Vietnam,VNM,2023,Legal
Vietnam,VNM,2024,Legal
Vietnam,VNM,2025,Legal
Yemen,YEM,2025,Banned
Zambia,ZMB,2025,Banned
Zimbabwe,ZWE,2025,Restricted
